subscription_id,customer_id,subscription_status,contract_start_date,contract_end_date,inspection_fee_end_date,cancel_at,cancel_at_date,cancel_at_period_end,schedule_id,schedule_status,schedule_end_behavior,schedule_phase_count,schedule_last_phase_end,schedule_phases,all_schedule_phase_items_same,all_phase_business_settings_same,phase_business_differences,action,safe_to_apply,reason,error
sub_1TgPtqE2kujhweZxojdhDtQ0,cus_UflQ09lyQ7BM2m,active,2026-06-09,2076-06-09,2029-06-09,1875672000,2029-06-09,False,sub_sched_1TgPtqE2kujhweZxYlngcBa0,active,cancel,1,2029-06-09,"[{""end_date"": ""2029-06-09"", ""items"": [{""price_id"": ""price_1Tdil5E2kujhweZxFAgI5vXC"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-07""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1Tf0mbE2kujhweZxBkklcyWP,cus_UeJPzA3VbtKL9y,active,2026-06-05,2076-06-05,2029-06-05,1875371985,2029-06-05,False,sub_sched_1Tf0mbE2kujhweZxrrvLGgPM,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil4E2kujhweZx7YmcsX59"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-07-05""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1Tf0g6E2kujhweZxUgJTEjKg,cus_UeJIxHxj2FXlc8,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1Tf0g6E2kujhweZxbItpL0YV,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil4E2kujhweZx7YmcsX59"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-28""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1Tf0OZE2kujhweZxhRcHPnZE,cus_UeJ0sq2owRo6dd,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1Tf0OZE2kujhweZxn9FJwjiC,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil4E2kujhweZx7YmcsX59"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-28""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1Tf08qE2kujhweZxg1Yz74NM,cus_UeIkzZoxc5BELd,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1Tf08qE2kujhweZxIESTyGhm,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil5E2kujhweZxFAgI5vXC"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-26""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TezyhE2kujhweZxV86zzj0i,cus_UeIZ0SwN62XnyV,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1TezyhE2kujhweZxV9rYgZds,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil4E2kujhweZx7YmcsX59"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-21""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TezkpE2kujhweZx2T0MXmGH,cus_UeILyiRqnGC9Mi,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1TezkpE2kujhweZxhoighXED,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil4E2kujhweZx7YmcsX59"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-21""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1Tey5wE2kujhweZxJHzFWAUQ,cus_UeGctl1iPY011Y,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1Tey5wE2kujhweZxdvMfqn62,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil4E2kujhweZx7YmcsX59"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-07""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TexuhE2kujhweZx3ALYf76C,cus_UeGRodfO0LnigF,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1TexuhE2kujhweZx28mIOU6q,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil9E2kujhweZx0Oaxyq85"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-07""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TexnZE2kujhweZxHAVd30UB,cus_UeGK1xSB51hYJp,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1TexnZE2kujhweZxvRemUA0s,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil5E2kujhweZxFAgI5vXC"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-06""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TexQIE2kujhweZxKCBgJYUf,cus_UeFwR5skAIThOZ,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1TexQIE2kujhweZxePZRWxs8,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil2E2kujhweZxGCe25OmM"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-28""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1Tex7lE2kujhweZxd3Cx9Gav,cus_UeFcRmTvqgTC6E,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1Tex7lE2kujhweZxQAxSCIfg,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil2E2kujhweZxGCe25OmM"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-13""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TewrgE2kujhweZx3gv0M1r8,cus_UeFMyy0yGxIC3r,active,2026-06-05,2076-06-05,2029-06-05,1875326400,2029-06-05,False,sub_sched_1TewrgE2kujhweZxF2hVADAj,active,cancel,1,2029-06-05,"[{""end_date"": ""2029-06-05"", ""items"": [{""price_id"": ""price_1Tdil2E2kujhweZxGCe25OmM"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-05-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTnDHE2kujhweZxsJOp2viU,cus_USieRzJ5q7pL3Y,active,2026-05-05,2076-05-05,2029-05-05,1872698214,2029-05-05,False,sub_sched_1TTnDGE2kujhweZxQJ3YSAHb,active,cancel,1,2029-05-05,"[{""end_date"": ""2029-05-05"", ""items"": [{""price_id"": ""price_1TdN62E2kujhweZxRDlo8Fw8"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-07-05""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTn7zE2kujhweZxmbSnfsCA,cus_USiYqIBaFkHvPQ,active,2026-05-05,2076-05-05,2029-05-05,1872648304,2029-05-05,False,sub_sched_1TTn7zE2kujhweZxBM74zW5Q,active,cancel,1,2029-05-05,"[{""end_date"": ""2029-05-05"", ""items"": [{""price_id"": ""price_1TdN63E2kujhweZxmopqha3B"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTmzQE2kujhweZx8Lb8yR7Q,cus_USiQD9LO82Foy1,active,2026-05-05,2076-05-05,2029-05-05,1872697355,2029-05-05,False,sub_sched_1TTmzQE2kujhweZxc1y5WWkZ,active,cancel,1,2029-05-05,"[{""end_date"": ""2029-05-05"", ""items"": [{""price_id"": ""price_1TdN65E2kujhweZxSJcdBlkr"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-07-05""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTmraE2kujhweZx6eh2OUTM,cus_USiHeVxUVXQycP,active,2026-05-05,2076-05-05,2029-05-05,1872648307,2029-05-05,False,sub_sched_1TTmraE2kujhweZxoEGfYCV6,active,cancel,1,2029-05-05,"[{""end_date"": ""2029-05-05"", ""items"": [{""price_id"": ""price_1TdN67E2kujhweZx14tUBlu8"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTmmSE2kujhweZxLn7oxX5H,cus_USiCERRBbD3Tdg,active,2026-05-05,2076-05-05,2029-05-05,1872648309,2029-05-05,False,sub_sched_1TTmmSE2kujhweZx0bJCZfHr,active,cancel,1,2029-05-05,"[{""end_date"": ""2029-05-05"", ""items"": [{""price_id"": ""price_1TdN68E2kujhweZxAuRxqNWu"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTmhaE2kujhweZxSLp7TjSH,cus_USi76sdJ1UVgsm,active,2026-05-05,2076-05-05,2029-05-05,1872648310,2029-05-05,False,sub_sched_1TTmhaE2kujhweZxVoSO8bnq,active,cancel,1,2029-05-05,"[{""end_date"": ""2029-05-05"", ""items"": [{""price_id"": ""price_1TdN6AE2kujhweZxfkf0tDEv"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TThTGE2kujhweZxfCCbTfTB,cus_UScitaCk28EshL,active,2026-05-05,2076-05-05,2029-05-05,1872648312,2029-05-05,False,sub_sched_1TThTGE2kujhweZxs7GJ0dxm,active,cancel,1,2029-05-05,"[{""end_date"": ""2029-05-05"", ""items"": [{""price_id"": ""price_1TdN6BE2kujhweZxaPTeHcmp"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TThLQE2kujhweZxBGs9Qoij,cus_UScYE3CARaR1vk,active,2026-05-05,2076-05-05,2029-05-05,1872675656,2029-05-05,False,sub_sched_1TThLQE2kujhweZxXmKhgPbv,active,cancel,1,2029-05-05,"[{""end_date"": ""2029-05-05"", ""items"": [{""price_id"": ""price_1TdN6DE2kujhweZxQOUAafEn"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-05""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TThC8E2kujhweZxdSqudiUU,cus_UScQ8ed5np1RVK,active,2026-05-05,2076-05-05,2029-05-05,1872648315,2029-05-05,False,sub_sched_1TThC8E2kujhweZxU6aAXsbW,active,cancel,1,2029-05-05,"[{""end_date"": ""2029-05-05"", ""items"": [{""price_id"": ""price_1TdN6FE2kujhweZxKvhag39c"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTQsyE2kujhweZxSzWNUD8s,cus_USLZo2T8Mt452c,active,2026-05-04,2076-05-04,2029-05-04,1872561917,2029-05-04,False,sub_sched_1TTQsxE2kujhweZx4FAmh1eb,active,cancel,1,2029-05-04,"[{""end_date"": ""2029-05-04"", ""items"": [{""price_id"": ""price_1TdN6HE2kujhweZxTaJOeEtL"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTQowE2kujhweZxGLTa4ils,cus_USLVz6JeOtlNho,active,2026-05-04,2076-05-04,2029-05-04,1872612138,2029-05-04,False,sub_sched_1TTQowE2kujhweZxtfXGyzYw,active,cancel,1,2029-05-04,"[{""end_date"": ""2029-05-04"", ""items"": [{""price_id"": ""price_1TdN6JE2kujhweZxzmoOLITk"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-07-04""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTQi6E2kujhweZxBZ6MnM4A,cus_USLOqmA4XaqTa8,active,2026-05-04,2076-05-04,2029-05-04,1872561921,2029-05-04,False,sub_sched_1TTQi6E2kujhweZxFdzU1WEK,active,cancel,1,2029-05-04,"[{""end_date"": ""2029-05-04"", ""items"": [{""price_id"": ""price_1TdN6LE2kujhweZx0RjhCqlm"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTQWoE2kujhweZx0NtbzPat,cus_USLDwIDJbO19rs,active,2026-05-04,2076-05-04,2029-05-04,1872561923,2029-05-04,False,sub_sched_1TTQWoE2kujhweZxYPAUH7zQ,active,cancel,1,2029-05-04,"[{""end_date"": ""2029-05-04"", ""items"": [{""price_id"": ""price_1TdN6ME2kujhweZx5mAMaNiV"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTQQyE2kujhweZxtoPHxD9O,cus_USL71BSD7ayXnj,active,2026-05-04,2076-05-04,2029-05-04,1872561925,2029-05-04,False,sub_sched_1TTQQyE2kujhweZxyOsiVMs7,active,cancel,1,2029-05-04,"[{""end_date"": ""2029-05-04"", ""items"": [{""price_id"": ""price_1TdN6OE2kujhweZxH3BkxVmW"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTQIfE2kujhweZx2evxs9w9,cus_USKy2pNentbuFy,active,2026-05-04,2076-05-04,2029-05-04,1872561927,2029-05-04,False,sub_sched_1TTQIfE2kujhweZxkR5vble2,active,cancel,1,2029-05-04,"[{""end_date"": ""2029-05-04"", ""items"": [{""price_id"": ""price_1TdN6QE2kujhweZxfuotWKUG"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTQ9nE2kujhweZxApExWUm4,cus_USKp8nfhnqRv7C,active,2026-05-04,2076-05-04,2029-05-04,1872561929,2029-05-04,False,sub_sched_1TTQ9nE2kujhweZxYLswKXY5,active,cancel,1,2029-05-04,"[{""end_date"": ""2029-05-04"", ""items"": [{""price_id"": ""price_1TdN6SE2kujhweZxuarSTTvE"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTQ3uE2kujhweZxpi2ZQmB9,cus_USKjnGPZe1qMfq,active,2026-05-04,2076-05-04,2029-05-04,1872561930,2029-05-04,False,sub_sched_1TTQ3uE2kujhweZxDBnrAw7f,active,cancel,1,2029-05-04,"[{""end_date"": ""2029-05-04"", ""items"": [{""price_id"": ""price_1TdN6UE2kujhweZxKis5vOg2"", ""quantity"": 1}, {""price_id"": ""price_1R8l1SE2kujhweZxySQB0Ift"", ""quantity"": 1}], ""proration_behavior"": ""none"", ""start_date"": ""2026-06-01""}]",True,True,[],would_release_schedule,True,Subscription has one active schedule phase with end_behavior=cancel. The schedule can be released and the remaining cancel_at can be cleared.,
sub_1TTPORE2kujhweZxaU1R3gIU,cus_R2dcfQkRlDccAH,active,2024-10-16,2074-10-16,2027-10-16,1823659200,2027-10-16,False,,,,0,,[],False,False,[],would_clear_cancel_at,True,Subscription has a direct cancel_at date and no schedule. The future apply route could clear cancel_at while keeping the subscription active.,
